Data,ALPA4,BBDC3,BBDC4,BBAS3,BRKM5,CMIG4,ELET6,FESA4,FJTA4,GGBR4,GOAU4,INEP4,ITSA4,ITUB3,ITUB4,KLBN4,LIGT3,LAME4,MGEL4,PETR3,PETR4,RAPT4,SUZB5+SUZB3,VIVT3,VIVT4,UNIP6,VALE3
198912,5.75841e-07,1.2381e-07,1.32713e-07,2.41917e-06,5.442130000000001e-06,2.43887e-07,6.04654e-07,9.397530000000001e-07,9.0013e-06,5.39245e-07,3.56214e-07,0.001309798,6.894819999999999e-08,5.1735499999999994e-08,5.67589e-08,2.9513400000000003e-07,1.2981199999999999e-05,1.04996e-07,1.04063e-05,3.51548e-07,4.5477699999999997e-07,5.618460000000001e-07,4.6007e-06,1.3262399999999998e-07,2.57891e-07,1.23671e-06,5.28733e-07
198912,5.895510000000001e-07,1.78517e-07,1.87529e-07,2.81298e-06,5.9011e-06,2.64791e-07,6.19962e-07,1.0905799999999999e-06,9.0013e-06,5.39245e-07,3.56214e-07,0.0014884070000000002,7.81413e-08,6.65171e-08,7.42885e-08,3.0525300000000004e-07,1.5206500000000001e-05,1.09034e-07,1.12154e-05,3.88656e-07,4.73101e-07,5.618460000000001e-07,4.766740000000001e-06,1.3960499999999999e-07,2.49572e-07,1.3000100000000001e-06,5.41322e-07
198912,6.03262e-07,1.78517e-07,1.8464400000000002e-07,2.4754400000000003e-06,5.80275e-06,2.64791e-07,6.19977e-07,1.0905799999999999e-06,9.0013e-06,5.75194e-07,3.76569e-07,0.00160748,7.81413e-08,6.65171e-08,7.22017e-08,3.0862600000000003e-07,1.2981199999999999e-05,1.21149e-07,1.12154e-05,3.79867e-07,4.4977899999999997e-07,5.618460000000001e-07,4.5965e-06,1.45421e-07,2.74529e-07,1.25767e-06,5.53911e-07
198912,6.30683e-07,1.67e-07,1.75989e-07,2.2504e-06,5.6388300000000005e-06,2.81666e-07,6.50577e-07,1.07898e-06,9.0013e-06,5.99041e-07,3.81657e-07,0.00160748,7.890739999999999e-08,6.65171e-08,6.67762e-08,3.0862600000000003e-07,1.3908399999999999e-05,1.21149e-07,1.08149e-05,3.79867e-07,4.56443e-07,5.51813e-07,4.53976e-06,1.38441e-07,2.66193e-07,1.25767e-06,5.2034e-07
198912,6.5262e-07,1.69885e-07,1.8175899999999998e-07,2.19414e-06,6.032240000000001e-06,2.93242e-07,6.50577e-07,1.1601899999999999e-06,9.0013e-06,6.590770000000001e-07,3.81657e-07,0.00175632,8.42701e-08,6.65171e-08,6.42721e-08,3.2043100000000005e-07,1.3908399999999999e-05,1.21149e-07,1.1615999999999999e-05,3.80844e-07,4.96423e-07,5.51813e-07,4.766740000000001e-06,1.43095e-07,2.57891e-07,1.36248e-06,5.53911e-07
198912,6.539910000000001e-07,1.7419799999999998e-07,1.87529e-07,2.2504e-06,6.032240000000001e-06,3.27967e-07,6.735380000000001e-07,1.253e-06,9.22634e-06,7.0701e-07,3.81657e-07,0.001786088,9.34632e-08,6.65171e-08,6.844560000000001e-08,3.6512300000000006e-07,1.3815699999999999e-05,1.21149e-07,1.32182e-05,4.1013999999999994e-07,5.414009999999999e-07,5.51813e-07,5.39096e-06,1.43095e-07,3.16124e-07,1.4672799999999998e-06,5.95873e-07
198912,6.539910000000001e-07,1.7419799999999998e-07,1.87529e-07,2.2504e-06,6.032240000000001e-06,3.27967e-07,6.735380000000001e-07,1.253e-06,9.22634e-06,7.0701e-07,3.81657e-07,0.001786088,9.34632e-08,6.65171e-08,6.844560000000001e-08,3.6512300000000006e-07,1.3815699999999999e-05,1.21149e-07,1.32182e-05,4.1013999999999994e-07,5.414009999999999e-07,5.51813e-07,5.39096e-06,1.43095e-07,3.16124e-07,1.4672799999999998e-06,5.95873e-07
198912,6.718139999999999e-07,1.95793e-07,2.0772400000000001e-07,2.5879599999999998e-06,6.753480000000001e-06,3.5883499999999997e-07,7.57731e-07,1.3922299999999998e-06,1.01265e-05,7.78909e-07,4.0710099999999996e-07,0.001905161,1.0112399999999999e-07,7.83424e-08,7.92975e-08,4.0475499999999995e-07,1.4742899999999999e-05,1.21149e-07,1.44198e-05,4.492e-07,6.230279999999999e-07,5.51813e-07,6.5826499999999996e-06,1.45421e-07,3.6603900000000004e-07,1.6768900000000001e-06,6.714069999999999e-07
198912,7.26656e-07,2.1018899999999998e-07,2.22149e-07,3.0380400000000002e-06,7.114110000000001e-06,3.66166e-07,8.41923e-07,1.74028e-06,1.12516e-05,8.268420000000001e-07,4.32545e-07,0.001905161,1.0112399999999999e-07,8.86895e-08,9.18172e-08,4.2162e-07,1.7060899999999998e-05,1.21149e-07,1.5220899999999999e-05,4.4881e-07,6.496810000000001e-07,5.51813e-07,6.63939e-06,1.48912e-07,4.15953e-07,1.71882e-06,6.714069999999999e-07
198912,7.595619999999999e-07,2.11629e-07,2.1637899999999998e-07,3.48811e-06,6.753480000000001e-06,3.51504e-07,9.95e-07,1.50825e-06,1.12516e-05,8.268420000000001e-07,4.42723e-07,0.001845625,9.652749999999999e-08,8.9059e-08,9.18172e-08,4.17404e-07,2.0399000000000002e-05,1.4134e-07,1.3618699999999999e-05,4.882609999999999e-07,6.16364e-07,5.618460000000001e-07,6.5826499999999996e-06,1.64035e-07,3.5772e-07,1.6768900000000001e-06,5.87481e-07
198912,7.595619999999999e-07,2.11629e-07,2.1637899999999998e-07,3.48811e-06,6.753480000000001e-06,3.51504e-07,9.95e-07,1.50825e-06,1.12516e-05,8.268420000000001e-07,4.42723e-07,0.001845625,9.652749999999999e-08,8.9059e-08,9.18172e-08,4.17404e-07,2.0399000000000002e-05,1.4134e-07,1.3618699999999999e-05,4.882609999999999e-07,6.16364e-07,5.618460000000001e-07,6.5826499999999996e-06,1.64035e-07,3.5772e-07,1.6768900000000001e-06,5.87481e-07
199001,7.595619999999999e-07,2.11629e-07,2.1637899999999998e-07,3.48811e-06,6.753480000000001e-06,3.51504e-07,9.95e-07,1.50825e-06,1.12516e-05,8.268420000000001e-07,4.42723e-07,0.001845625,9.652749999999999e-08,8.9059e-08,9.18172e-08,4.17404e-07,2.0399000000000002e-05,1.4134e-07,1.3618699999999999e-05,4.882609999999999e-07,6.16364e-07,5.618460000000001e-07,6.5826499999999996e-06,1.64035e-07,3.5772e-07,1.6768900000000001e-06,5.87481e-07
199001,7.60933e-07,2.1047599999999998e-07,2.1089000000000003e-07,4.163230000000001e-06,6.88462e-06,3.66552e-07,9.95e-07,1.50825e-06,1.12516e-05,8.268299999999999e-07,4.42723e-07,0.001547943,9.03988e-08,8.9059e-08,9.56429e-08,4.21619e-07,2.59623e-05,1.4134e-07,1.4019300000000001e-05,4.882609999999999e-07,6.496810000000001e-07,5.618460000000001e-07,6.46915e-06,1.64035e-07,3.6603900000000004e-07,1.7812799999999999e-06,6.29444e-07
199001,1.09684e-06,2.1047599999999998e-07,2.1089000000000003e-07,4.50079e-06,7.3763800000000005e-06,4.24428e-07,9.95e-07,1.74028e-06,1.12516e-05,8.268420000000001e-07,4.57989e-07,0.001786088,9.193099999999999e-08,9.12327e-08,9.92521e-08,4.13188e-07,2.78164e-05,1.4134e-07,1.6022e-05,5.56618e-07,6.91327e-07,5.618460000000001e-07,6.3556600000000006e-06,1.75669e-07,3.66055e-07,1.82362e-06,6.881919999999999e-07
